0.01,170.5
0.02,111.1
0.03,103.4
0.04,115.3
0.05,111.5
0.06,118.2
0.07,121.1
0.08,114.0
0.09,120.2
0.1,114.4
0.11,121.9
0.12,115.3
0.13,77.5
0.14,76.3
0.15,76.9
0.16,78.4
0.17,77.0
0.18,77.6
0.19,76.9
0.2,76.8
0.21,77.2
0.22,76.4
0.23,77.0
0.24,76.8
0.25,76.8
0.26,72.4
0.27,72.3
0.28,72.4
0.29,71.3
0.3,71.8
0.31,72.0
0.32,71.4
0.33,72.2
0.34,72.3
0.35,72.6
0.36,71.4
0.37,73.2
0.38,72.1
0.39,71.7
0.4,71.6
0.41,72.5
0.42,71.9
0.43,71.7
0.44,72.9
0.45,72.0
0.46,72.0
0.47,72.1
0.48,71.4
0.49,71.8
0.5,71.8
0.51,100.3
0.52,100.0
0.53,100.2
0.54,100.5
0.55,100.5
0.56,100.5
0.57,101.9
0.58,99.8
0.59,100.3
0.6,113.7
0.61,141.8
0.62,119.7
0.63,104.4
0.64,101.8
0.65,100.8
0.66,100.0
0.67,99.8
0.68,99.9
0.69,100.6
0.7,100.2
0.71,100.4
0.72,100.7
0.73,100.3
0.74,100.8
0.75,100.5
0.76,99.8
0.77,100.1
0.78,106.6
0.79,103.7
0.8,103.6
0.81,104.7
0.82,104.7
0.83,108.0
0.84,108.5
0.85,108.4
0.86,102.2
0.87,100.4
0.88,103.2
0.89,111.4
0.9,115.3
0.91,109.7
0.92,102.2
0.93,100.9
0.94,100.8
0.95,101.5
0.96,101.4
0.97,101.4
0.98,100.2
0.99,104.5
1.0,101.4
