0.01,173.5
0.02,121.9
0.03,117.4
0.04,74.6
0.05,75.8
0.06,77.9
0.07,63.5
0.08,62.9
0.09,62.5
0.1,65.9
0.11,61.2
0.12,60.6
0.13,61.7
0.14,63.8
0.15,62.5
0.16,62.5
0.17,61.7
0.18,60.9
0.19,61.5
0.2,61.8
0.21,62.1
0.22,59.9
0.23,59.6
0.24,60.8
0.25,58.3
0.26,70.3
0.27,70.7
0.28,73.4
0.29,74.7
0.3,72.3
0.31,75.7
0.32,72.5
0.33,70.0
0.34,71.9
0.35,70.6
0.36,69.5
0.37,68.7
0.38,69.7
0.39,73.2
0.4,70.8
0.41,73.9
0.42,75.9
0.43,76.5
0.44,75.8
0.45,70.2
0.46,69.6
0.47,69.8
0.48,69.6
0.49,70.2
0.5,69.6
0.51,95.7
0.52,95.4
0.53,96.6
0.54,95.6
0.55,96.8
0.56,101.8
0.57,96.2
0.58,95.9
0.59,109.0
0.6,96.3
0.61,95.6
0.62,95.9
0.63,95.7
0.64,96.8
0.65,95.1
0.66,96.0
0.67,95.7
0.68,100.5
0.69,102.7
0.7,99.9
0.71,95.7
0.72,97.4
0.73,96.0
0.74,95.6
0.75,96.3
0.76,95.9
0.77,96.6
0.78,95.8
0.79,96.9
0.8,96.5
0.81,96.6
0.82,95.5
0.83,96.9
0.84,96.0
0.85,95.8
0.86,96.0
0.87,95.5
0.88,95.5
0.89,96.5
0.9,95.8
0.91,95.8
0.92,95.4
0.93,96.1
0.94,96.2
0.95,95.8
0.96,100.0
0.97,99.4
0.98,97.2
0.99,95.6
1.0,96.8
