0.002,101.4
0.004,72.1
0.006,57.1
0.008,57.8
0.01,56.1
0.012,60.3
0.014,49.8
0.016,50.6
0.018,53.9
0.02,50.2
0.022,50.0
0.024,49.3
0.026,49.4
0.028,51.2
0.03,47.4
0.032,50.6
0.034,51.3
0.036,50.8
0.038,49.4
0.04,48.7
0.042,51.2
0.044,51.3
0.046,48.7
0.048,49.1
0.05,50.2
0.052,49.8
0.054,50.3
0.056,52.7
0.058,50.0
0.06,49.3
0.062,51.2
0.064,36.5
0.066,36.6
0.068,36.8
0.07,36.7
0.072,37.8
0.074,36.6
0.076,36.0
0.078,36.7
0.08,36.7
0.082,36.4
0.084,36.9
0.086,36.6
0.088,36.4
0.09,36.6
0.092,37.0
0.094,36.4
0.096,36.8
0.098,36.7
0.1,37.5
0.102,36.4
0.104,37.0
0.106,37.2
0.108,36.7
0.11,37.6
0.112,36.4
0.114,36.9
0.116,36.9
0.118,36.8
0.12,36.8
0.122,38.3
0.124,36.7
0.126,31.8
0.128,32.3
0.13,31.7
0.132,31.7
0.134,32.4
0.136,31.8
0.138,31.8
0.14,31.9
0.142,31.7
0.144,31.7
0.146,32.1
0.148,31.8
0.15,32.0
0.152,32.0
0.154,32.2
0.156,32.7
0.158,32.0
0.16,32.0
0.162,31.7
0.164,31.5
0.166,32.8
0.168,32.3
0.17,33.4
0.172,32.1
0.174,32.0
0.176,31.8
0.178,31.9
0.18,31.9
0.182,33.2
0.184,31.8
0.186,31.9
0.188,32.0
0.19,32.1
0.192,31.8
0.194,33.0
0.196,32.2
0.198,31.6
0.2,32.3
0.202,31.5
0.204,32.2
0.206,32.0
0.208,32.1
0.21,31.7
0.212,32.0
0.214,32.0
0.216,33.2
0.218,32.6
0.22,32.0
0.222,31.9
0.224,32.0
0.226,32.2
0.228,32.2
0.23,32.0
0.232,33.9
0.234,33.1
0.236,32.3
0.238,33.8
0.24,33.3
0.242,32.4
0.244,33.2
0.246,33.3
0.248,31.9
0.25,33.7
0.252,38.3
0.254,37.9
0.256,39.3
0.258,38.1
0.26,38.3
0.262,38.6
0.264,39.0
0.266,39.2
0.268,38.8
0.27,39.5
0.272,38.8
0.274,38.8
0.276,39.5
0.278,39.2
0.28,39.7
0.282,39.3
0.284,38.8
0.286,39.2
0.288,39.6
0.29,39.6
0.292,39.3
0.294,39.0
0.296,39.4
0.298,39.3
0.3,39.5
0.302,39.9
0.304,40.1
0.306,39.6
0.308,39.2
0.31,39.3
0.312,39.8
0.314,39.5
0.316,40.4
0.318,40.0
0.32,39.7
0.322,40.6
0.324,39.7
0.326,40.4
0.328,39.9
0.33,40.3
0.332,39.8
0.334,40.3
0.336,40.3
0.338,39.4
0.34,39.5
0.342,40.2
0.344,39.8
0.346,40.3
0.348,39.8
0.35,39.4
0.352,40.1
0.354,40.1
0.356,39.0
0.358,40.4
0.36,39.6
0.362,40.9
0.364,40.3
0.366,40.3
0.368,40.6
0.37,41.8
0.372,41.5
0.374,41.4
0.376,41.5
0.378,40.9
0.38,40.3
0.382,40.1
0.384,40.4
0.386,40.3
0.388,40.2
0.39,40.3
0.392,39.5
0.394,39.9
0.396,40.1
0.398,39.6
0.4,39.3
