0.01,167.9
0.02,123.6
0.03,117.8
0.04,114.1
0.05,119.1
0.06,116.6
0.07,123.9
0.08,122.9
0.09,124.5
0.1,127.0
0.11,129.0
0.12,123.2
0.13,135.4
0.14,142.8
0.15,137.8
0.16,144.2
0.17,134.7
0.18,140.1
0.19,141.7
0.2,138.2
0.21,134.3
0.22,132.9
0.23,140.8
0.24,137.1
0.25,137.4
0.26,103.1
0.27,102.6
0.28,103.1
0.29,103.3
0.3,102.6
0.31,100.7
0.32,101.6
0.33,102.3
0.34,101.2
0.35,101.7
0.36,103.3
0.37,104.6
0.38,102.9
0.39,103.3
0.4,101.0
0.41,103.6
0.42,104.4
0.43,102.2
0.44,102.8
0.45,104.4
0.46,102.9
0.47,102.5
0.48,100.6
0.49,101.5
0.5,100.9
0.51,95.5
0.52,96.8
0.53,96.5
0.54,95.2
0.55,95.6
0.56,95.0
0.57,95.2
0.58,99.1
0.59,95.4
0.6,99.3
0.61,95.3
0.62,96.1
0.63,95.6
0.64,96.0
0.65,95.4
0.66,95.9
0.67,96.3
0.68,95.6
0.69,95.9
0.7,95.5
0.71,95.6
0.72,96.1
0.73,95.9
0.74,95.7
0.75,95.4
0.76,95.9
0.77,96.0
0.78,95.1
0.79,96.0
0.8,95.6
0.81,96.3
0.82,95.2
0.83,95.8
0.84,95.1
0.85,95.3
0.86,96.2
0.87,95.6
0.88,95.3
0.89,95.8
0.9,94.7
0.91,95.9
0.92,95.1
0.93,95.1
0.94,95.4
0.95,95.9
0.96,94.9
0.97,96.5
0.98,96.0
0.99,96.8
1.0,96.5
1.01,154.4
1.02,154.6
1.03,154.7
1.04,154.6
1.05,154.9
1.06,155.2
1.07,155.3
1.08,154.7
1.09,154.4
1.1,155.0
1.11,154.2
1.12,155.0
1.13,157.7
1.14,156.3
1.15,154.5
1.16,154.2
1.17,161.9
1.18,163.2
1.19,156.5
1.2,155.4
1.21,155.7
1.22,154.4
1.23,154.4
1.24,155.1
1.25,154.7
1.26,156.0
1.27,155.3
1.28,156.0
1.29,155.2
1.3,154.7
1.31,154.5
1.32,155.0
1.33,154.5
1.34,156.3
1.35,155.3
1.36,155.2
1.37,153.7
1.38,154.3
1.39,155.5
1.4,155.2
1.41,154.6
1.42,154.8
1.43,154.6
1.44,154.6
1.45,155.7
1.46,154.5
1.47,164.3
1.48,157.3
1.49,195.2
1.5,180.5
1.51,156.3
1.52,153.3
1.53,152.0
1.54,151.7
1.55,152.1
1.56,152.0
1.57,152.0
1.58,152.5
1.59,152.1
1.6,152.5
1.61,151.5
1.62,151.8
1.63,151.5
1.64,151.7
1.65,152.4
1.66,151.8
1.67,151.7
1.68,152.0
1.69,151.8
1.7,152.1
1.71,152.3
1.72,151.7
1.73,151.6
1.74,152.0
1.75,152.0
1.76,152.1
1.77,151.9
1.78,152.7
1.79,152.0
1.8,152.6
1.81,151.6
1.82,153.3
1.83,152.0
1.84,152.7
1.85,151.9
1.86,151.7
1.87,151.9
1.88,151.7
1.89,151.5
1.9,153.8
1.91,151.6
1.92,152.1
1.93,151.9
1.94,152.1
1.95,151.3
1.96,151.8
1.97,152.3
1.98,152.9
1.99,153.1
2.0,151.9
