0.01,167.1
0.02,125.2
0.03,104.4
0.04,103.1
0.05,103.1
0.06,98.2
0.07,74.9
0.08,70.7
0.09,72.9
0.1,72.6
0.11,73.3
0.12,71.5
0.13,57.6
0.14,56.9
0.15,57.7
0.16,57.1
0.17,57.9
0.18,57.3
0.19,59.3
0.2,58.2
0.21,57.3
0.22,57.3
0.23,57.0
0.24,57.1
0.25,58.3
0.26,68.5
0.27,67.7
0.28,68.3
0.29,68.2
0.3,67.6
0.31,67.6
0.32,69.4
0.33,68.0
0.34,68.4
0.35,68.0
0.36,67.8
0.37,69.0
0.38,68.1
0.39,68.6
0.4,69.2
0.41,69.8
0.42,69.6
0.43,71.6
0.44,70.3
0.45,68.9
0.46,71.9
0.47,71.7
0.48,69.9
0.49,69.6
0.5,71.0
0.51,99.6
0.52,98.5
0.53,98.8
0.54,98.3
0.55,99.0
0.56,98.0
0.57,98.9
0.58,97.8
0.59,98.5
0.6,98.2
0.61,97.8
0.62,98.9
0.63,98.0
0.64,97.6
0.65,97.8
0.66,98.0
0.67,97.4
0.68,97.0
0.69,97.5
0.7,97.4
0.71,97.6
0.72,98.0
0.73,97.5
0.74,98.0
0.75,97.4
0.76,98.1
0.77,97.4
0.78,100.2
0.79,101.7
0.8,100.4
0.81,99.6
0.82,102.0
0.83,101.0
0.84,100.7
0.85,100.2
0.86,99.9
0.87,101.1
0.88,101.4
0.89,100.9
0.9,99.8
0.91,102.8
0.92,100.0
0.93,100.1
0.94,99.7
0.95,100.3
0.96,99.5
0.97,99.7
0.98,98.5
0.99,100.6
1.0,99.1
