0.005,105.7
0.01,76.9
0.015,67.6
0.02,68.7
0.025,69.1
0.03,66.1
0.035,65.9
0.04,67.6
0.045,73.9
0.05,67.6
0.055,65.7
0.06,65.7
0.065,65.5
0.07,65.4
0.075,65.5
0.08,67.3
0.085,73.8
0.09,66.0
0.095,65.6
0.1,65.4
0.105,65.6
0.11,65.3
0.115,65.3
0.12,65.5
0.125,66.0
0.13,65.6
0.135,65.3
0.14,66.2
0.145,65.6
0.15,65.4
0.155,65.4
0.16,66.1
0.165,65.5
0.17,65.6
0.175,65.7
0.18,65.4
0.185,65.2
0.19,66.0
0.195,65.5
0.2,65.8
0.205,66.3
0.21,65.4
0.215,65.5
0.22,66.5
0.225,67.1
0.23,70.4
0.235,70.8
0.24,70.7
0.245,70.6
0.25,70.4
