0.005,302.1
0.01,212.5
0.015,206.9
0.02,224.1
0.025,209.5
0.03,206.6
0.035,220.4
0.04,221.5
0.045,219.8
0.05,207.2
0.055,215.1
0.06,219.9
0.065,165.2
0.07,165.9
0.075,165.3
0.08,164.7
0.085,166.3
0.09,165.5
0.095,163.6
0.1,165.7
0.105,165.6
0.11,166.5
0.115,169.1
0.12,167.1
0.125,166.8
0.13,130.4
0.135,132.4
0.14,129.4
0.145,131.2
0.15,129.6
0.155,132.7
0.16,130.9
0.165,135.6
0.17,134.7
0.175,134.5
0.18,135.0
0.185,136.0
0.19,134.9
0.195,135.6
0.2,136.9
0.205,139.9
0.21,147.8
0.215,152.0
0.22,155.5
0.225,157.2
0.23,158.1
0.235,160.5
0.24,160.9
0.245,160.6
0.25,160.6
0.255,199.9
0.26,193.8
0.265,187.0
0.27,178.7
0.275,173.9
0.28,173.0
0.285,172.9
0.29,169.9
0.295,168.2
0.3,168.7
0.305,168.4
0.31,165.3
0.315,165.6
0.32,165.5
0.325,165.8
0.33,165.8
0.335,164.6
0.34,166.4
0.345,165.2
0.35,166.1
0.355,165.7
0.36,164.5
0.365,166.0
0.37,166.8
0.375,164.9
0.38,165.6
0.385,165.1
0.39,165.5
0.395,165.3
0.4,166.7
0.405,164.9
0.41,165.3
0.415,166.6
0.42,165.3
0.425,164.8
0.43,164.5
0.435,163.6
0.44,163.0
0.445,163.6
0.45,163.6
0.455,163.9
0.46,162.5
0.465,163.2
0.47,164.1
0.475,163.5
0.48,163.4
0.485,162.6
0.49,163.4
0.495,163.2
0.5,162.5
0.505,225.1
0.51,224.3
0.515,223.8
0.52,225.2
0.525,210.6
0.53,210.2
0.535,224.3
0.54,209.0
0.545,207.8
0.55,219.9
0.555,207.0
0.56,207.5
0.565,208.4
0.57,225.6
0.575,211.6
0.58,208.7
0.585,224.1
0.59,216.4
0.595,208.4
0.6,217.4
0.605,220.5
0.61,206.8
0.615,212.2
0.62,227.2
0.625,212.4
0.63,208.6
0.635,226.0
0.64,222.7
0.645,207.8
0.65,208.3
0.655,224.6
0.66,218.1
0.665,210.3
0.67,217.7
0.675,222.8
0.68,207.9
0.685,207.9
0.69,218.3
0.695,218.7
0.7,209.0
0.705,208.8
0.71,208.2
0.715,209.8
0.72,208.8
0.725,224.6
0.73,222.1
0.735,207.7
0.74,209.3
0.745,208.8
0.75,209.0
0.755,215.8
0.76,217.1
0.765,208.5
0.77,209.1
0.775,209.5
0.78,223.9
0.785,212.6
0.79,208.0
0.795,208.4
0.8,209.2
0.805,226.0
0.81,210.3
0.815,208.2
0.82,208.9
0.825,207.9
0.83,208.2
0.835,209.1
0.84,219.9
0.845,221.4
0.85,207.8
0.855,210.0
0.86,225.6
0.865,220.6
0.87,208.2
0.875,208.0
0.88,224.3
0.885,220.3
0.89,208.5
0.895,217.0
0.9,223.1
0.905,209.1
0.91,207.8
0.915,224.2
0.92,215.1
0.925,208.2
0.93,217.0
0.935,226.3
0.94,207.9
0.945,214.1
0.95,225.6
0.955,208.0
0.96,217.0
0.965,225.5
0.97,208.3
0.975,209.0
0.98,222.9
0.985,214.2
0.99,207.9
0.995,224.2
1.0,210.9
