0.01,152.1
0.02,111.8
0.03,111.8
0.04,118.9
0.05,122.6
0.06,121.9
0.07,123.1
0.08,124.2
0.09,128.6
0.1,127.1
0.11,126.5
0.12,128.5
0.13,132.3
0.14,132.3
0.15,127.3
0.16,130.7
0.17,133.5
0.18,131.5
0.19,129.5
0.2,135.3
0.21,133.2
0.22,125.6
0.23,132.3
0.24,128.6
0.25,135.8
0.26,74.1
0.27,73.2
0.28,73.3
0.29,74.7
0.3,73.3
0.31,72.8
0.32,75.3
0.33,73.7
0.34,73.6
0.35,73.8
0.36,73.4
0.37,73.8
0.38,75.4
0.39,74.1
0.4,74.8
0.41,74.5
0.42,75.8
0.43,73.4
0.44,75.3
0.45,74.1
0.46,73.9
0.47,74.0
0.48,74.0
0.49,75.9
0.5,74.2
0.51,103.5
0.52,103.1
0.53,104.0
0.54,103.3
0.55,103.0
0.56,103.8
0.57,103.0
0.58,103.4
0.59,102.6
0.6,104.0
0.61,103.0
0.62,103.4
0.63,103.5
0.64,103.6
0.65,103.3
0.66,103.3
0.67,103.2
0.68,102.8
0.69,101.7
0.7,102.4
0.71,101.8
0.72,101.5
0.73,103.3
0.74,102.2
0.75,101.9
0.76,101.7
0.77,102.9
0.78,102.3
0.79,102.3
0.8,102.1
0.81,101.3
0.82,100.7
0.83,101.5
0.84,104.7
0.85,104.3
0.86,106.0
0.87,104.7
0.88,104.9
0.89,104.8
0.9,105.2
0.91,104.6
0.92,104.3
0.93,103.5
0.94,103.1
0.95,102.3
0.96,103.1
0.97,102.5
0.98,102.5
0.99,104.0
1.0,104.7
